official_progress,mean_delta,median_delta,stddev,20260818T070904.964515Z-89553b85,20260818T071108.082912Z-eb0d8a30,20260818T071510.985769Z-50987091,20260818T071710.794473Z-4ce4acd1,20260818T072109.029370Z-4c725de0
48.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
50.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
52.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
54.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
56.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
58.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
60.0,2.1316282072803005e-15,1.7763568394002505e-15,2.3160859559832576e-15,1.7763568394002505e-15,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
62.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
64.0,2.1316282072803005e-15,1.7763568394002505e-15,2.3160859559832576e-15,1.7763568394002505e-15,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
66.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
68.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
70.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
72.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
74.0,2.1316282072803005e-15,1.7763568394002505e-15,2.3160859559832576e-15,1.7763568394002505e-15,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
76.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
78.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
80.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
82.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
84.0,2.1316282072803005e-15,1.7763568394002505e-15,2.3160859559832576e-15,1.7763568394002505e-15,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
86.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
88.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
90.0,0.010000000000002274,3.552713678800501e-15,0.02236067977499802,0.05000000000000249,0.0,3.552713678800501e-15,0.0,5.329070518200751e-15
