distance_m,combined_delta_s,wp1232_delta_s,wp2501_delta_s,expected_additive_delta_s,interaction_s,interaction_standard_error_s
308.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
310.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
312.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
314.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
316.0,-1.4210854715202005e-15,0.006130626035920983,-1.4210854715202005e-15,0.006130626035919563,-0.006130626035920983,0.006130626035919206
318.0,-1.4210854715202005e-15,0.0013512511153987105,-1.4210854715202005e-15,0.0013512511153972893,-0.0013512511153987105,0.0013512511153969341
320.0,-1.4210854715202005e-15,2.1316282072803005e-15,-1.4210854715202005e-15,7.105427357601e-16,-2.1316282072803005e-15,3.4261129972154534e-15
322.0,-1.4210854715202005e-15,0.0031295179597879753,-1.4210854715202005e-15,0.003129517959786554,-0.0031295179597879753,0.003129517959786199
324.0,-1.4210854715202005e-15,0.007894712883318177,-1.4210854715202005e-15,0.007894712883316756,-0.007894712883318177,0.0078947128833164
326.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
328.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
330.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
332.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
334.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
336.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
338.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
340.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
342.0,-1.4210854715202005e-15,0.009324813651006991,-1.4210854715202005e-15,0.00932481365100557,-0.009324813651006991,0.009324813651005215
